Project Code,status,Supplier Code,Part Number,Part Name,Package No,Package Volume,Part Weight,Remark,Update By,Update Date
AD-MR-IB,Draft,AUN,1799733,ASM HR FRAME OB,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1799590,FRAME ASM CUSHION WELDE,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1534312,FRONT HEADREST FRAME,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1798873,DETACHABLE WIRE ASM RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1798591,DETACHABLE WIRE ASM LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2703534,HR STAY PIPE ASSY,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,3101731,ASSY FRM-HRST FR SLIM,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2592941,ASSY STAY-HRST CTR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522369,STAY-HRST SIDE,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522352,FRM HRST FR SEAT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2004708,FSC SUSPENSION MAT ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2690906,STRIKER NOT COATING,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2590772,STRIKER ASSY 2PT BELT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2590764,STRIKER ASSY 3PT BELT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2572574,REINFORCEMENT PIPE,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2528053,WIRE RELEASE,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2604810,SIDE PIPE BACK FR LH/RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1799719,TUBE ARMREST SUPPORT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1950436,CUB HOLDER SUPPORT WIRE,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,3358049,ISO WIRE CTR RR BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2622074,CTR PIPE LH R/C,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2481889,RAW TUBE FR 4WAY,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2481888,RAW TUBE RR 4WAY,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522758,S-SPRG A,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2621911,LWR PIPE LH RR BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2671906,LWR PIPE LH RR BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1799703,WIRE BACK FOAM SUPPORT L,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522755,SUPPORT WIRE,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2753437,LOWER TUBE BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522749,TUBE UPR FR BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,3073511,ASM UPPER TUBE FRONTBACK RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,3073507,ASM UPPER TUBE FRONTBACK LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2580699,ARMREST PIVOT ROD,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522711,SUPT WIRE BACK B,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2596596,TRIM WIRE LOWER,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2606657,TRIM WIRE VERTICAL,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2687026,SUPT WIRE AR 2PT BELT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2545213,False,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2545170,TRIM WIRE UPR CTR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2768859,FOAM SUPPORT WIRE LOWER,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2783891,ISOFIX WIRE INNER,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2689984,ISOFIX WIRE OUTER,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2697289,TUBE CONNECTOR BRACKET,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2521967,HINGE BRKT ASSY RR BACKINR RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2626632,BRKT RR BACK INR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2924787,BACK Trim SUPPORT WIREDIA 7 mm,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2888990,WIRE FOAM SUPPORT OTRFSC BENCH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2526402,MTG BRKT FR INR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2526378,MTG BRKT FR OTR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2888617,WIRE CUSH SUPPORT RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2526225,DEVICE BRACKET ASSYOTR RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2526503,CUSHION BRACKET IB RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2526287,MTG BRKT RR INR RH ASM,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2626523,ASSY MGT BRKT RR OTR RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2626467,SUPPOUT WIRE WIDTHSIDE RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2554130,ASSY MGT BRKT RR OTR LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2626650,SUPPOUT WIRE OTR B,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2622036,LWR PIPE RH RR BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2622035,MAIN PIPE RH RR BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1950493,WIRE FOAM SUPPORT HORIZO,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2690368,BACK FRAME TUBE 40,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2689629,BACK FRAME TUBE WITH CTRHR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2596606,CUSH WIRE -A LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2545195,CUSH WIRE-E,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522363,CUSH WIRE -D,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522360,CUSH WIRE -C,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522359,CUSH WIRE -B,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2522356,CUSH WIRE -A RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2626450,PIPE SUB-ASSY CUSH RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,3061037,ASM WIRE SUPPORTFSC FRM BENCH RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,3058246,ASM WIRE SUPPORTFSB FRM BENCH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2521952,MAIN PIPE BACK FR LH/RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2622247,TUBE ASSY UPR RR SEATBACK 2PT BELT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2597418,VERTICAL PIPE A/R 2PT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2549013,TUBE LWR RR SEAT BACK2PT BELT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2606583,TUBE ASSY UPR RR SEATBACK 3PT BELT,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2521828,VERTICAL PIPE A/R 2,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2521825,VERTICAL PIPE A/R 1,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2521817,TUBE LWR RR SEAT BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2621913,CTR PIPE LH RR BACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2621906,MAIN PIPE LH RR BACK,,,,,Batman,24/09/2020
