Action,File ID,Order ID,Supplier,Plant,Part No,Part Name,Due Date,Order Qty,Package No,Package Qty,Route&Trip,Uploaded By,Uploaded Date
ADD,AD20111104,20200618A039,AUN,Metal,2481888,RAW TUBE RR 4WAY,18/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200601A014,AUN,Metal,2481889,RAW TUBE FR 4WAY,01/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200602A036,AUN,Metal,2481889,RAW TUBE FR 4WAY,02/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200604A057,AUN,Metal,2481889,RAW TUBE FR 4WAY,04/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200605A032,AUN,Metal,2481889,RAW TUBE FR 4WAY,05/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A056,AUN,Metal,2481889,RAW TUBE FR 4WAY,08/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200609A056,AUN,Metal,2481889,RAW TUBE FR 4WAY,09/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200610A057,AUN,Metal,2481889,RAW TUBE FR 4WAY,10/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200611A056,AUN,Metal,2481889,RAW TUBE FR 4WAY,11/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200615A056,AUN,Metal,2481889,RAW TUBE FR 4WAY,15/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200616A049,AUN,Metal,2481889,RAW TUBE FR 4WAY,16/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A043,AUN,Metal,2481889,RAW TUBE FR 4WAY,17/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200618A040,AUN,Metal,2481889,RAW TUBE FR 4WAY,18/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200601A015,AUN,Metal,2622074,CTR PIPE LH R/C,01/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200602A037,AUN,Metal,2622074,CTR PIPE LH R/C,02/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A057,AUN,Metal,2622074,CTR PIPE LH R/C,08/06/2020,45,,,1,Batman,11/11/2020
ADD,AD20111104,20200609A057,AUN,Metal,2622074,CTR PIPE LH R/C,09/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200610A058,AUN,Metal,2622074,CTR PIPE LH R/C,10/06/2020,135,,,1,Batman,11/11/2020
ADD,AD20111104,20200611A057,AUN,Metal,2622074,CTR PIPE LH R/C,11/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200615A057,AUN,Metal,2622074,CTR PIPE LH R/C,15/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200616A050,AUN,Metal,2622074,CTR PIPE LH R/C,16/06/2020,45,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A044,AUN,Metal,2622074,CTR PIPE LH R/C,17/06/2020,45,,,1,Batman,11/11/2020
ADD,AD20111104,20200618A041,AUN,Metal,2622074,CTR PIPE LH R/C,18/06/2020,45,,,1,Batman,11/11/2020
ADD,AD20111104,20200619A030,AUN,Metal,2622074,CTR PIPE LH R/C,19/06/2020,90,,,1,Batman,11/11/2020
ADD,AD20111104,20200601A016,AUN,Metal,3358049,ISO WIRE CTR RR BACK,01/06/2020,350,,,1,Batman,11/11/2020
ADD,AD20111104,20200602A038,AUN,Metal,3358049,ISO WIRE CTR RR BACK,02/06/2020,350,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A058,AUN,Metal,3358049,ISO WIRE CTR RR BACK,08/06/2020,350,,,1,Batman,11/11/2020
ADD,AD20111104,20200615A058,AUN,Metal,3358049,ISO WIRE CTR RR BACK,15/06/2020,350,,,1,Batman,11/11/2020
ADD,AD20111104,20200601A017,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,01/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200602A039,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,02/06/2020,200,,,1,Batman,11/11/2020
ADD,AD20111104,20200604A058,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,04/06/2020,200,,,1,Batman,11/11/2020
ADD,AD20111104,20200605A033,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,05/06/2020,200,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A059,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,08/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200609A058,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,09/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200610A059,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,10/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200611A058,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,11/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200615A059,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,15/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200616A051,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,16/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A045,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,17/06/2020,200,,,1,Batman,11/11/2020
ADD,AD20111104,20200619A031,AUN,Metal,1950436,CUB HOLDER SUPPORT WIRE,19/06/2020,200,,,1,Batman,11/11/2020
ADD,AD20111104,20200601A018,AUN,Metal,1799719,TUBE ARMREST SUPPORT,01/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200602A040,AUN,Metal,1799719,TUBE ARMREST SUPPORT,02/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200604A059,AUN,Metal,1799719,TUBE ARMREST SUPPORT,04/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200605A034,AUN,Metal,1799719,TUBE ARMREST SUPPORT,05/06/2020,200,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A060,AUN,Metal,1799719,TUBE ARMREST SUPPORT,08/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200609A059,AUN,Metal,1799719,TUBE ARMREST SUPPORT,09/06/2020,360,,,1,Batman,11/11/2020
ADD,AD20111104,20200610A060,AUN,Metal,1799719,TUBE ARMREST SUPPORT,10/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200611A059,AUN,Metal,1799719,TUBE ARMREST SUPPORT,11/06/2020,300,,,1,Batman,11/11/2020
ADD,AD20111104,20200615A060,AUN,Metal,1799719,TUBE ARMREST SUPPORT,15/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200616A052,AUN,Metal,1799719,TUBE ARMREST SUPPORT,16/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A046,AUN,Metal,1799719,TUBE ARMREST SUPPORT,17/06/2020,150,,,1,Batman,11/11/2020
ADD,AD20111104,20200618A042,AUN,Metal,1799719,TUBE ARMREST SUPPORT,18/06/2020,150,,,1,Batman,11/11/2020
ADD,AD20111104,20200619A032,AUN,Metal,1799719,TUBE ARMREST SUPPORT,19/06/2020,150,,,1,Batman,11/11/2020
ADD,AD20111104,20200604A060,AUN,Metal,2604810,SIDE PIPE BACK FR LH/RH,04/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200609A060,AUN,Metal,2604810,SIDE PIPE BACK FR LH/RH,09/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200610A061,AUN,Metal,2604810,SIDE PIPE BACK FR LH/RH,10/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200611A060,AUN,Metal,2604810,SIDE PIPE BACK FR LH/RH,11/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200612A043,AUN,Metal,2604810,SIDE PIPE BACK FR LH/RH,12/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A047,AUN,Metal,2604810,SIDE PIPE BACK FR LH/RH,17/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200618A043,AUN,Metal,2604810,SIDE PIPE BACK FR LH/RH,18/06/2020,100,,,1,Batman,11/11/2020
ADD,AD20111104,20200612A044,AUN,Metal,2528053,WIRE RELEASE,12/06/2020,1000,,,1,Batman,11/11/2020
ADD,AD20111104,20200616A053,AUN,Metal,2528053,WIRE RELEASE,16/06/2020,1000,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A048,AUN,Metal,2528053,WIRE RELEASE,17/06/2020,1000,,,1,Batman,11/11/2020
ADD,AD20111104,20200618A044,AUN,Metal,2528053,WIRE RELEASE,18/06/2020,1000,,,1,Batman,11/11/2020
ADD,AD20111104,20200619A033,AUN,Metal,2528053,WIRE RELEASE,19/06/2020,1000,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A061,AUN,Metal,2572574,REINFORCEMENT PIPE,08/06/2020,200,,,1,Batman,11/11/2020
ADD,AD20111104,20200609A061,AUN,Metal,2572574,REINFORCEMENT PIPE,09/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200610A062,AUN,Metal,2572574,REINFORCEMENT PIPE,10/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200611A061,AUN,Metal,2572574,REINFORCEMENT PIPE,11/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200612A045,AUN,Metal,2572574,REINFORCEMENT PIPE,12/06/2020,500,,,1,Batman,11/11/2020
ADD,AD20111104,20200615A061,AUN,Metal,2572574,REINFORCEMENT PIPE,15/06/2020,300,,,1,Batman,11/11/2020
ADD,AD20111104,20200616A054,AUN,Metal,2572574,REINFORCEMENT PIPE,16/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A049,AUN,Metal,2572574,REINFORCEMENT PIPE,17/06/2020,400,,,1,Batman,11/11/2020
ADD,AD20111104,20200618A045,AUN,Metal,2572574,REINFORCEMENT PIPE,18/06/2020,500,,,1,Batman,11/11/2020
ADD,AD20111104,20200619A034,AUN,Metal,2572574,REINFORCEMENT PIPE,19/06/2020,500,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A062,AUN,AT,2590764,STRIKER ASSY 3PT BELT,08/06/2020,1000,,,,Batman,11/11/2020
ADD,AD20111104,20200615A062,AUN,AT,2590764,STRIKER ASSY 3PT BELT,15/06/2020,400,,,,Batman,11/11/2020
ADD,AD20111104,20200608A063,AUN,AT,2590772,STRIKER ASSY 2PT BELT,08/06/2020,500,,,,Batman,11/11/2020
ADD,AD20111104,20200615A063,AUN,AT,2590772,STRIKER ASSY 2PT BELT,15/06/2020,300,,,,Batman,11/11/2020
ADD,AD20111104,20200615A064,AUN,AT,2690906,STRIKER NOT COATING,15/06/2020,480,,,,Batman,11/11/2020
ADD,AD20111104,20200601A019,AUN,JIT-Rayong,2004708,FSC SUSPENSION MAT ,01/06/2020,2880,,,1,Batman,11/11/2020
ADD,AD20111104,20200605A035,AUN,JIT-Rayong,2004708,FSC SUSPENSION MAT ,05/06/2020,4320,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A064,AUN,JIT-Rayong,2004708,FSC SUSPENSION MAT ,08/06/2020,4320,,,1,Batman,11/11/2020
ADD,AD20111104,20200610A063,AUN,JIT-Rayong,2004708,FSC SUSPENSION MAT ,10/06/2020,2880,,,1,Batman,11/11/2020
ADD,AD20111104,20200615A065,AUN,JIT-Rayong,2004708,FSC SUSPENSION MAT ,15/06/2020,4320,,,1,Batman,11/11/2020
ADD,AD20111104,20200617A050,AUN,JIT-Rayong,2004708,FSC SUSPENSION MAT ,17/06/2020,2880,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A065,AUN,Foam,2522352,FRM HRST FR SEAT,08/06/2020,400,,,2,Batman,11/11/2020
ADD,AD20111104,20200609A062,AUN,Foam,2522352,FRM HRST FR SEAT,09/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A064,AUN,Foam,2522352,FRM HRST FR SEAT,10/06/2020,800,,,2,Batman,11/11/2020
ADD,AD20111104,20200611A062,AUN,Foam,2522352,FRM HRST FR SEAT,11/06/2020,1000,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A046,AUN,Foam,2522352,FRM HRST FR SEAT,18/06/2020,1200,,,2,Batman,11/11/2020
ADD,AD20111104,20200608A066,AUN,Foam,2522369,STAY-HRST SIDE,08/06/2020,200,,,2,Batman,11/11/2020
ADD,AD20111104,20200609A063,AUN,Foam,2522369,STAY-HRST SIDE,09/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A065,AUN,Foam,2522369,STAY-HRST SIDE,10/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200611A063,AUN,Foam,2522369,STAY-HRST SIDE,11/06/2020,1000,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A047,AUN,Foam,2522369,STAY-HRST SIDE,18/06/2020,800,,,2,Batman,11/11/2020
ADD,AD20111104,20200616A055,AUN,Foam,2592941,ASSY STAY-HRST CTR,16/06/2020,200,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A048,AUN,Foam,2592941,ASSY STAY-HRST CTR,18/06/2020,200,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A066,AUN,Foam,3101731,ASSY FRM-HRST FR SLIM,10/06/2020,200,,,2,Batman,11/11/2020
ADD,AD20111104,20200616A056,AUN,Foam,3101731,ASSY FRM-HRST FR SLIM,16/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200617A051,AUN,Foam,3101731,ASSY FRM-HRST FR SLIM,17/06/2020,400,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A049,AUN,Foam,3101731,ASSY FRM-HRST FR SLIM,18/06/2020,200,,,2,Batman,11/11/2020
ADD,AD20111104,20200611A064,AUN,Foam,2703534,HR STAY PIPE ASSY,11/06/2020,360,,,2,Batman,11/11/2020
ADD,AD20111104,20200616A057,AUN,Foam,2703534,HR STAY PIPE ASSY,16/06/2020,450,,,2,Batman,11/11/2020
ADD,AD20111104,20200617A052,AUN,Foam,2703534,HR STAY PIPE ASSY,17/06/2020,450,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A050,AUN,Foam,2703534,HR STAY PIPE ASSY,18/06/2020,360,,,2,Batman,11/11/2020
ADD,AD20111104,20200604A061,AUN,Foam,1798591,DETACHABLE WIRE ASM LH,04/06/2020,50,,,2,Batman,11/11/2020
ADD,AD20111104,20200617A053,AUN,Foam,1798591,DETACHABLE WIRE ASM LH,17/06/2020,50,,,2,Batman,11/11/2020
ADD,AD20111104,20200604A062,AUN,Foam,1798873,DETACHABLE WIRE ASM RH,04/06/2020,50,,,2,Batman,11/11/2020
ADD,AD20111104,20200603A002,AUN,Foam,1534312,FRONT HEADREST FRAME,03/06/2020,900,,,2,Batman,11/11/2020
ADD,AD20111104,20200604A063,AUN,Foam,1534312,FRONT HEADREST FRAME,04/06/2020,1200,,,2,Batman,11/11/2020
ADD,AD20111104,20200605A036,AUN,Foam,1534312,FRONT HEADREST FRAME,05/06/2020,900,,,2,Batman,11/11/2020
ADD,AD20111104,20200608A067,AUN,Foam,1534312,FRONT HEADREST FRAME,08/06/2020,900,,,2,Batman,11/11/2020
ADD,AD20111104,20200609A064,AUN,Foam,1534312,FRONT HEADREST FRAME,09/06/2020,900,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A067,AUN,Foam,1534312,FRONT HEADREST FRAME,10/06/2020,1500,,,2,Batman,11/11/2020
ADD,AD20111104,20200611A065,AUN,Foam,1534312,FRONT HEADREST FRAME,11/06/2020,1500,,,2,Batman,11/11/2020
ADD,AD20111104,20200617A054,AUN,Foam,1534312,FRONT HEADREST FRAME,17/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A051,AUN,Foam,1534312,FRONT HEADREST FRAME,18/06/2020,1200,,,2,Batman,11/11/2020
ADD,AD20111104,20200604A064,AUN,Foam,1799590,FRAME ASM CUSHION WELDE,04/06/2020,100,,,2,Batman,11/11/2020
ADD,AD20111104,20200608A068,AUN,Foam,1799590,FRAME ASM CUSHION WELDE,08/06/2020,100,,,2,Batman,11/11/2020
ADD,AD20111104,20200609A065,AUN,Foam,1799590,FRAME ASM CUSHION WELDE,09/06/2020,100,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A068,AUN,Foam,1799590,FRAME ASM CUSHION WELDE,10/06/2020,100,,,2,Batman,11/11/2020
ADD,AD20111104,20200611A066,AUN,Foam,1799590,FRAME ASM CUSHION WELDE,11/06/2020,100,,,2,Batman,11/11/2020
ADD,AD20111104,20200616A058,AUN,Foam,1799590,FRAME ASM CUSHION WELDE,16/06/2020,100,,,2,Batman,11/11/2020
ADD,AD20111104,20200603A003,AUN,Foam,1799733,ASM HR FRAME OB,03/06/2020,1200,,,2,Batman,11/11/2020
ADD,AD20111104,20200604A065,AUN,Foam,1799733,ASM HR FRAME OB,04/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200605A037,AUN,Foam,1799733,ASM HR FRAME OB,05/06/2020,900,,,2,Batman,11/11/2020
ADD,AD20111104,20200608A069,AUN,Foam,1799733,ASM HR FRAME OB,08/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200609A066,AUN,Foam,1799733,ASM HR FRAME OB,09/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A069,AUN,Foam,1799733,ASM HR FRAME OB,10/06/2020,900,,,2,Batman,11/11/2020
ADD,AD20111104,20200611A067,AUN,Foam,1799733,ASM HR FRAME OB,11/06/2020,900,,,2,Batman,11/11/2020
ADD,AD20111104,20200616A059,AUN,Foam,1799733,ASM HR FRAME OB,16/06/2020,300,,,2,Batman,11/11/2020
ADD,AD20111104,20200617A055,AUN,Foam,1799733,ASM HR FRAME OB,17/06/2020,600,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A052,AUN,Foam,1799733,ASM HR FRAME OB,18/06/2020,1200,,,2,Batman,11/11/2020
ADD,AD20111104,20200603A004,AUN,Foam,1799826,ASM HR FRAME CTR,03/06/2020,900,packagesNo,90.00,2,Batman,11/11/2020
ADD,AD20111104,20200604A066,AUN,Foam,1799826,ASM HR FRAME CTR,04/06/2020,300,packagesNo,30.00,2,Batman,11/11/2020
ADD,AD20111104,20200605A038,AUN,Foam,1799826,ASM HR FRAME CTR,05/06/2020,300,packagesNo,30.00,2,Batman,11/11/2020
ADD,AD20111104,20200608A070,AUN,Foam,1799826,ASM HR FRAME CTR,08/06/2020,300,packagesNo,30.00,2,Batman,11/11/2020
ADD,AD20111104,20200609A067,AUN,Foam,1799826,ASM HR FRAME CTR,09/06/2020,300,packagesNo,30.00,2,Batman,11/11/2020
ADD,AD20111104,20200610A070,AUN,Foam,1799826,ASM HR FRAME CTR,10/06/2020,600,packagesNo,60.00,2,Batman,11/11/2020
ADD,AD20111104,20200611A068,AUN,Foam,1799826,ASM HR FRAME CTR,11/06/2020,600,packagesNo,60.00,2,Batman,11/11/2020
ADD,AD20111104,20200616A060,AUN,Foam,1799826,ASM HR FRAME CTR,16/06/2020,900,packagesNo,90.00,2,Batman,11/11/2020
ADD,AD20111104,20200617A056,AUN,Foam,1799826,ASM HR FRAME CTR,17/06/2020,300,packagesNo,30.00,2,Batman,11/11/2020
ADD,AD20111104,20200618A053,AUN,Foam,1799826,ASM HR FRAME CTR,18/06/2020,600,packagesNo,60.00,2,Batman,11/11/2020
ADD,AD20111104,20200608A071,AUN,Foam,1903977,FRAME ASM BACK,08/06/2020,180,,,2,Batman,11/11/2020
ADD,AD20111104,20200603A005,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,03/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200604A067,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,04/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200605A039,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,05/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200609A068,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,09/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A071,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,10/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200616A061,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,16/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200617A057,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,17/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A054,AUN,Foam,2571758,HR ROD 2ND ROW OB ASM,18/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200605A040,AUN,Foam,2571762,HR ROD 2ND ROW CTR ASM,05/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200616A062,AUN,Foam,2571762,HR ROD 2ND ROW CTR ASM,16/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200617A058,AUN,Foam,2571762,HR ROD 2ND ROW CTR ASM,17/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200618A055,AUN,Foam,2571762,HR ROD 2ND ROW CTR ASM,18/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200604A068,AUN,Foam,2573658,ASM HR ROD 3D ROW,04/06/2020,125,,,2,Batman,11/11/2020
ADD,AD20111104,20200610A072,AUN,Foam,2573658,ASM HR ROD 3D ROW,10/06/2020,250,,,2,Batman,11/11/2020
ADD,AD20111104,20200615A066,NSG,Trim LCB,5134223-5A,PATTERN INSERT FB,15/06/2020,380,,,,Batman,11/11/2020
ADD,AD20111104,20200615A067,NSG,Trim LCB,5134224-5A,PATTERN INSERT CENTER FC,15/06/2020,380,,,,Batman,11/11/2020
ADD,AD20111104,20200615A068,NSG,Trim LCB,5134225-5A,PATTERN INSERT FRONT FC,15/06/2020,380,,,,Batman,11/11/2020
ADD,AD20111104,20200615A069,NSG,Trim LCB,5134226-5A,PATTERN INSERT RB 40%,15/06/2020,130,,,,Batman,11/11/2020
ADD,AD20111104,20200615A070,NSG,Trim LCB,5134228-5A,PATTERN INSERT RB 60%,15/06/2020,130,,,,Batman,11/11/2020
ADD,AD20111104,20200615A071,NSG,Trim LCB,5134229-5A,PATTERN INSERT UPR RC 40,15/06/2020,130,,,,Batman,11/11/2020
ADD,AD20111104,20200615A072,NSG,Trim LCB,5134230-5A,PATTERN INSERT CER RC 40,15/06/2020,130,,,,Batman,11/11/2020
ADD,AD20111104,20200615A073,NSG,Trim LCB,5134231-5A,PATTERN INSERT UPR RC 60,15/06/2020,130,,,,Batman,11/11/2020
ADD,AD20111104,20200615A074,NSG,Trim LCB,5134232-5A,PATTERN INSERT CER RC 60,15/06/2020,130,,,,Batman,11/11/2020
ADD,AD20111104,20200608A072,NSG,Trim LCB,3195958,REINFORCEMENT4*220*450MM,08/06/2020,500,,,,Batman,11/11/2020
ADD,AD20111104,20200615A075,NSG,Trim LCB,3195958,REINFORCEMENT4*220*450MM,15/06/2020,300,,,,Batman,11/11/2020
ADD,AD20111104,20200608A073,NSG,AT,2703273-IND,BOARD BACK LH,08/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A074,NSG,AT,2703277-IND,BOARD BACK RH,08/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A075,NSG,AT,2703301-IND,BOARD ASSY 3RD CUSH LH,08/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A076,NSG,AT,2703306-IND,BOARD ASSY 3RD CUSH RH,08/06/2020,600,,,1,Batman,11/11/2020
ADD,AD20111104,20200608A077,NSG,JIT-Rayong,3566268,SEAT OPERATIONAL LABEL ,08/06/2020,500,,,,Batman,11/11/2020
ADD,AD20111104,20200615A076,NSG,JIT-Rayong,3566268,SEAT OPERATIONAL LABEL ,15/06/2020,500,,,,Batman,11/11/2020
ADD,AD20111104,20200608A078,NSG,JIT-Rayong,AG160223-A,FELT ADHESIVE TAPE 55X25X2.5,08/06/2020,1500,,,,Batman,11/11/2020
ADD,AD20111104,20200615A077,NSG,JIT-Rayong,AG160223-A,FELT ADHESIVE TAPE 55X25X2.5,15/06/2020,1500,,,,Batman,11/11/2020
ADD,AD20111104,20200608A079,NSG,Foam,2677446,INSERT FELT LH ,08/06/2020,800,,,,Batman,11/11/2020
ADD,AD20111104,20200610A073,NSG,Foam,2677446,INSERT FELT LH ,10/06/2020,1000,,,,Batman,11/11/2020
ADD,AD20111104,20200612A046,NSG,Foam,2677446,INSERT FELT LH ,12/06/2020,800,,,,Batman,11/11/2020
ADD,AD20111104,20200608A080,NSG,Foam,2677447,INSERT FELT LH ,08/06/2020,800,,,,Batman,11/11/2020
ADD,AD20111104,20200610A074,NSG,Foam,2677447,INSERT FELT LH ,10/06/2020,700,,,,Batman,11/11/2020
ADD,AD20111104,20200612A047,NSG,Foam,2677447,INSERT FELT LH ,12/06/2020,700,,,,Batman,11/11/2020
ADD,AD20111104,20200605A041,NSG,Foam,2576719,ASM WOSTED CLOTH FR BACK ,05/06/2020,300,,,,Batman,11/11/2020
ADD,AD20111104,20200608A081,NSG,Foam,2576723,ASM WOSTED CLOTH FR BACK LH SAB,08/06/2020,100,,,,Batman,11/11/2020
ADD,AD20111104,20200602A041,NSG,Foam,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,02/06/2020,300,,,,Batman,11/11/2020
ADD,AD20111104,20200605A042,NSG,Foam,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,05/06/2020,100,,,,Batman,11/11/2020
ADD,AD20111104,20200608A082,NSG,Foam,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,08/06/2020,50,,,,Batman,11/11/2020
ADD,AD20111104,20200615A078,NSG,Foam,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,15/06/2020,100,,,,Batman,11/11/2020
ADD,AD20111104,20200617A059,NSG,Foam,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,17/06/2020,250,,,,Batman,11/11/2020
ADD,AD20111104,20200619A035,NSG,Foam,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,19/06/2020,100,,,,Batman,11/11/2020
ADD,AD20111104,20200605A043,NSG,Foam,2576775,WORSTED CLOTH FR CUSH LH:KJ/AS,05/06/2020,300,,,,Batman,11/11/2020
ADD,AD20111104,20200608A083,NSG,Foam,2576775,WORSTED CLOTH FR CUSH LH:KJ/AS,08/06/2020,50,,,,Batman,11/11/2020
ADD,AD20111104,20200610A075,NSG,Foam,2576775,WORSTED CLOTH FR CUSH LH:KJ/AS,10/06/2020,100,,,,Batman,11/11/2020
ADD,AD20111104,20200615A079,NSG,Foam,2576775,WORSTED CLOTH FR CUSH LH:KJ/AS,15/06/2020,50,,,,Batman,11/11/2020
ADD,AD20111104,20200619A036,NSG,Foam,2576775,WORSTED CLOTH FR CUSH LH:KJ/AS,19/06/2020,300,,,,Batman,11/11/2020
ADD,AD20111104,20200608A084,NSG,Foam,2666382,WORSTED CLOTH FR CUSH LH:KH/DR,08/06/2020,100,,,,Batman,11/11/2020
ADD,AD20111104,20200610A076,NSG,Foam,2666382,WORSTED CLOTH FR CUSH LH:KH/DR,10/06/2020,50,,,,Batman,11/11/2020
ADD,AD20111104,20200602A042,NSG,Foam,2671777,INSERT FELT RH ,02/06/2020,400,,,,Batman,11/11/2020
ADD,AD20111104,20200615A080,NSG,Foam,2671777,INSERT FELT RH ,15/06/2020,100,,,,Batman,11/11/2020
ADD,AD20111104,20200617A060,NSG,Foam,2671777,INSERT FELT RH ,17/06/2020,150,,,,Batman,11/11/2020
